frame,bbox_x,bbox_y,bbox_w,bbox_h
frame_001181.PNG,793.21,474.55,44.69,188.4
frame_001181.PNG,1241.58,508.21,86.38,229.77
frame_001181.PNG,1177.7,251.01,53.43,101.85
frame_001182.PNG,783.69,274.5,45.53,112.1
frame_001182.PNG,793.19,474.42,44.71,188.54
frame_001182.PNG,1177.66,251.02,53.42,101.8
frame_001182.PNG,1241.64,508.23,86.33,229.75
frame_001183.PNG,781.35,268.85,43.79,110.75
frame_001183.PNG,793.37,473.28,44.7,189.05
frame_001183.PNG,1230.88,508.86,90.03,223.8
frame_001183.PNG,1172.24,254.22,55.95,99.06
frame_001184.PNG,780.61,263.4,41.12,112.78
frame_001184.PNG,1232.14,526.52,90.63,202.06
frame_001184.PNG,794.3,473.55,44.37,189.15
frame_001184.PNG,1168.01,258.24,56.84,96.24
frame_001185.PNG,794.19,472.48,44.46,189.94
frame_001185.PNG,1164.33,259.49,60.57,95.32
frame_001185.PNG,779.47,259.5,38.18,113.83
frame_001185.PNG,1226.55,523.2,98.98,203.77
frame_001186.PNG,794.96,471.55,43.3,190.43
frame_001186.PNG,778.43,256.01,35.81,110.96
frame_001186.PNG,1233.12,512.07,95.74,215.75
frame_001186.PNG,1162.04,260.52,62.03,96.21
frame_001187.PNG,773.63,254.26,38.99,109.46
frame_001187.PNG,1247.44,505.43,92.19,223.63
frame_001187.PNG,795.59,470.94,42.2,190.37
frame_001187.PNG,1161.07,260.1,62.09,96.44
frame_001188.PNG,795.62,471.01,42.18,190.3
frame_001188.PNG,1161.1,260.12,62.03,96.36
frame_001188.PNG,773.63,254.28,38.97,109.42
frame_001188.PNG,1247.32,505.39,92.37,223.65
frame_001189.PNG,1160.19,259.75,57.3,95.99
frame_001189.PNG,1256.73,512.29,91.27,219.63
frame_001189.PNG,768.01,254.14,42.65,107.87
frame_001189.PNG,795.13,469.12,42.78,190.19
frame_001190.PNG,763.15,255.01,46.76,105.85
frame_001190.PNG,1255.85,521.02,87.65,216.39
frame_001190.PNG,794.14,467.18,41.46,189.25
frame_001190.PNG,1157.98,260.44,50.99,94.48
frame_001191.PNG,758.97,257.67,52.24,104.4
frame_001191.PNG,1254.31,537.51,90.78,207.87
frame_001191.PNG,1153.32,260.84,46.32,90.8
frame_001191.PNG,792.79,466.52,42.54,186.37
frame_001192.PNG,1146.6,263.52,47.13,90.7
frame_001192.PNG,754.23,261.33,58.84,102.7
frame_001192.PNG,1253.79,559.94,89.98,194.2
frame_001192.PNG,790.89,465.83,44.9,184.09
frame_001193.PNG,790.45,464.46,46.79,182.59
frame_001193.PNG,1252.61,573.14,89.19,199.6
frame_001193.PNG,753.28,265.88,62.76,99.29
frame_001193.PNG,1134.88,266.16,54.68,90.84
frame_001194.PNG,1134.84,266.13,54.75,90.84
frame_001194.PNG,1252.58,573.17,89.25,199.51
frame_001194.PNG,790.37,464.43,46.88,182.62
frame_001194.PNG,752.88,266.07,62.56,98.49
frame_001195.PNG,752.42,270.72,65.14,96.67
frame_001195.PNG,1252.42,587.98,86.65,195.0
frame_001195.PNG,1125.1,270.6,61.89,87.82
frame_001195.PNG,789.67,464.17,48.14,179.64
frame_001196.PNG,789.86,461.75,48.39,182.68
frame_001196.PNG,1252.22,599.66,85.18,188.48
frame_001196.PNG,1120.95,275.41,63.8,83.11
frame_001196.PNG,751.13,274.12,66.03,93.78
frame_001197.PNG,1121.47,279.69,62.59,78.93
frame_001197.PNG,1251.05,608.08,85.36,180.58
frame_001197.PNG,751.43,275.33,65.68,92.28
frame_001197.PNG,789.26,461.48,48.93,184.46
frame_001198.PNG,1121.44,282.04,63.19,76.53
frame_001198.PNG,789.84,462.64,50.13,183.13
frame_001198.PNG,752.72,274.24,65.69,93.49
frame_001198.PNG,1249.58,610.98,85.3,176.32
frame_001199.PNG,1242.74,613.01,88.3,172.19
frame_001199.PNG,791.58,462.56,50.6,184.12
frame_001199.PNG,754.34,271.21,65.9,95.23
frame_001199.PNG,1121.2,281.95,64.33,76.26
frame_001200.PNG,791.58,462.58,50.57,184.11
frame_001200.PNG,1242.73,613.04,88.31,172.17
frame_001200.PNG,754.34,271.2,65.89,95.24
frame_001200.PNG,1121.21,281.95,64.31,76.27
frame_001201.PNG,1122.57,280.87,62.64,77.85
frame_001201.PNG,1226.15,611.94,101.58,173.15
frame_001201.PNG,757.44,267.76,62.72,97.2
frame_001201.PNG,793.47,462.54,50.57,183.09
frame_001202.PNG,1128.71,278.87,56.83,79.41
frame_001202.PNG,795.09,462.44,52.46,183.53
frame_001202.PNG,1219.09,610.15,104.83,174.9
frame_001202.PNG,762.05,264.11,60.3,99.29
frame_001203.PNG,1219.6,604.02,103.74,181.23
frame_001203.PNG,765.76,260.63,60.68,102.3
frame_001203.PNG,1136.85,276.62,50.2,81.11
frame_001203.PNG,797.52,461.59,57.01,184.81
frame_001204.PNG,799.46,462.03,61.99,184.16
frame_001204.PNG,1227.22,597.69,100.11,184.53
frame_001204.PNG,1146.21,274.83,43.97,82.17
frame_001204.PNG,769.26,256.16,58.82,104.71
frame_001205.PNG,773.07,254.2,57.39,106.82
frame_001205.PNG,1232.55,590.13,95.84,184.47
frame_001205.PNG,1157.27,274.64,35.86,83.51
frame_001205.PNG,803.44,462.08,63.48,183.58
frame_001206.PNG,803.46,462.0,63.47,183.68
frame_001206.PNG,773.06,254.2,57.41,106.82
frame_001206.PNG,1157.25,274.65,35.85,83.52
frame_001206.PNG,1232.55,590.14,95.83,184.46
frame_001207.PNG,1159.35,274.23,36.96,84.39
frame_001207.PNG,1236.69,583.7,92.88,182.13
frame_001207.PNG,803.35,461.21,66.63,184.43
frame_001207.PNG,776.76,251.5,54.02,107.69
frame_001208.PNG,780.78,249.99,50.47,108.95
frame_001208.PNG,1161.09,275.09,38.84,88.28
frame_001208.PNG,805.36,461.17,67.95,183.69
frame_001208.PNG,1240.6,578.17,88.87,174.81
frame_001209.PNG,785.94,248.51,45.51,109.23
frame_001209.PNG,805.42,462.26,68.24,181.47
frame_001209.PNG,1162.78,275.03,37.74,90.65
frame_001209.PNG,1244.8,573.75,85.54,171.22
frame_001210.PNG,791.68,246.76,40.13,110.23
frame_001210.PNG,806.75,463.37,66.28,177.57
frame_001210.PNG,1248.66,572.21,82.42,173.11
frame_001210.PNG,1164.69,275.83,38.02,90.24
frame_001211.PNG,807.69,463.36,65.81,174.81
frame_001211.PNG,1166.77,275.5,39.83,90.9
frame_001211.PNG,1249.44,566.2,80.02,177.71
frame_001211.PNG,796.5,245.88,34.73,112.82
frame_001212.PNG,796.49,245.89,34.75,112.81
frame_001212.PNG,1249.43,566.19,80.05,177.76
frame_001212.PNG,807.71,463.21,65.8,174.93
frame_001212.PNG,1166.8,275.47,39.62,90.9
frame_001213.PNG,1249.3,558.24,78.11,184.6
frame_001213.PNG,811.2,465.34,63.0,165.69
frame_001213.PNG,1170.05,274.28,38.75,92.92
frame_001213.PNG,802.98,244.96,28.52,114.52
frame_001214.PNG,1247.51,550.16,75.84,190.4
frame_001214.PNG,814.9,463.81,60.63,167.2
frame_001214.PNG,1169.96,271.63,39.68,95.59
frame_001214.PNG,806.73,244.08,25.66,115.27
frame_001215.PNG,1245.98,544.55,73.9,189.01
frame_001215.PNG,1169.68,268.24,41.9,96.25
frame_001215.PNG,806.6,244.38,24.87,114.91
frame_001215.PNG,819.37,464.59,58.91,166.45
frame_001216.PNG,1171.01,263.96,41.72,97.19
frame_001216.PNG,807.16,244.18,23.97,115.17
frame_001216.PNG,823.84,462.85,54.54,167.91
frame_001216.PNG,1245.63,536.36,70.94,187.55
frame_001217.PNG,1172.06,260.26,41.27,96.38
frame_001217.PNG,828.67,461.34,49.37,169.14
frame_001217.PNG,1244.2,531.39,69.35,183.46
frame_001217.PNG,807.23,243.56,24.24,115.44
frame_001218.PNG,1244.98,530.7,69.18,184.06
frame_001218.PNG,807.22,243.54,24.29,115.41
frame_001218.PNG,1172.25,259.69,41.09,96.68
frame_001218.PNG,828.67,461.33,49.41,169.14
frame_001219.PNG,1243.68,527.94,67.21,179.56
frame_001219.PNG,807.7,243.09,24.38,115.9
frame_001219.PNG,1172.74,254.91,40.52,97.83
frame_001219.PNG,831.56,459.2,46.34,170.1
frame_001220.PNG,830.83,457.87,48.89,171.74
frame_001220.PNG,808.09,245.94,24.38,115.9
frame_001220.PNG,1174.78,252.61,40.04,97.52
frame_001220.PNG,1241.87,526.07,66.05,176.92
frame_001221.PNG,1174.98,250.57,39.52,97.57
frame_001221.PNG,809.31,243.28,23.27,116.35
frame_001221.PNG,1241.25,524.41,64.46,173.25
frame_001221.PNG,830.85,459.13,50.37,172.1
frame_001222.PNG,1241.74,519.98,61.77,172.56
frame_001222.PNG,1176.53,249.8,37.63,97.3
frame_001222.PNG,832.54,460.41,48.12,172.19
frame_001222.PNG,809.34,245.02,23.27,116.35
frame_001223.PNG,1178.81,250.08,35.82,95.63
frame_001223.PNG,807.15,243.76,22.92,115.15
frame_001223.PNG,1241.6,513.76,59.47,172.59
frame_001223.PNG,833.41,459.39,46.13,174.36
frame_001224.PNG,1241.61,513.73,59.46,172.67
frame_001224.PNG,833.4,459.36,46.17,174.4
frame_001224.PNG,807.16,243.77,22.92,115.14
frame_001224.PNG,1178.82,250.11,35.81,95.59
frame_001225.PNG,1180.03,251.05,36.34,95.24
frame_001225.PNG,833.59,459.74,45.21,175.8
frame_001225.PNG,806.05,243.87,25.09,115.86
frame_001225.PNG,1242.93,506.46,57.8,173.73
frame_001226.PNG,832.14,461.07,46.24,178.13
frame_001226.PNG,1181.87,251.38,34.0,93.63
frame_001226.PNG,1243.61,502.69,56.63,172.16
frame_001226.PNG,804.48,244.53,27.16,115.47
frame_001227.PNG,803.63,244.27,30.14,115.31
frame_001227.PNG,1243.91,499.36,55.99,170.97
frame_001227.PNG,834.95,463.71,44.98,178.15
frame_001227.PNG,1182.37,251.84,34.33,93.07
frame_001228.PNG,1180.64,253.02,36.99,92.55
frame_001228.PNG,802.91,243.5,32.86,116.7
frame_001228.PNG,1244.48,496.18,54.91,169.28
frame_001228.PNG,835.12,460.91,46.67,181.19
frame_001229.PNG,835.72,461.66,47.45,181.12
frame_001229.PNG,1244.47,494.89,54.39,165.96
frame_001229.PNG,802.65,243.24,34.18,117.72
frame_001229.PNG,1180.76,253.64,37.58,91.54
frame_001230.PNG,1245.14,494.98,54.05,166.24
frame_001230.PNG,1180.74,253.58,37.59,91.56
frame_001230.PNG,802.62,243.43,34.55,117.39
frame_001230.PNG,835.72,461.39,47.47,181.39
frame_001231.PNG,1243.79,495.14,55.73,161.93
frame_001231.PNG,835.37,462.49,48.2,179.11
frame_001231.PNG,802.24,242.9,35.34,117.35
frame_001231.PNG,1180.65,254.23,37.48,90.98
frame_001232.PNG,803.16,243.39,35.75,117.45
frame_001232.PNG,1239.27,500.81,59.6,156.16
frame_001232.PNG,1180.56,254.46,37.01,90.05
frame_001232.PNG,835.82,463.0,47.88,177.98
frame_001233.PNG,836.02,462.95,47.79,177.76
frame_001233.PNG,803.8,242.71,35.37,117.55
frame_001233.PNG,1234.41,503.8,63.46,152.14
frame_001233.PNG,1179.72,255.83,36.88,88.37
frame_001234.PNG,836.88,463.14,47.43,178.07
frame_001234.PNG,805.12,242.96,34.93,117.55
frame_001234.PNG,1180.41,256.85,37.15,86.75
frame_001234.PNG,1229.07,508.21,67.73,147.74
frame_001235.PNG,1225.14,506.96,70.42,150.0
frame_001235.PNG,836.94,461.76,47.25,179.55
frame_001235.PNG,1178.93,258.35,40.05,86.21
frame_001235.PNG,807.16,243.86,34.08,116.5
frame_001236.PNG,1225.14,506.98,70.43,149.94
frame_001236.PNG,836.96,461.76,47.21,179.55
frame_001236.PNG,807.16,243.88,34.08,116.46
frame_001236.PNG,1178.99,258.36,39.98,86.21
frame_001237.PNG,1223.22,507.69,69.9,150.53
frame_001237.PNG,809.62,243.77,32.59,116.48
frame_001237.PNG,1178.03,259.62,43.32,85.27
frame_001237.PNG,836.19,464.61,47.34,175.83
frame_001238.PNG,811.68,243.94,32.27,117.21
frame_001238.PNG,835.72,465.38,46.88,175.8
frame_001238.PNG,1222.74,507.54,67.49,153.48
frame_001238.PNG,1177.63,261.22,45.49,84.62
frame_001239.PNG,1178.14,263.52,46.9,82.85
frame_001239.PNG,1223.22,506.44,64.21,157.32
frame_001239.PNG,812.01,243.78,32.06,116.71
frame_001239.PNG,836.23,464.69,46.54,176.28
frame_001240.PNG,1222.73,500.95,61.73,161.89
frame_001240.PNG,836.15,465.75,45.73,175.75
frame_001240.PNG,812.31,244.32,32.62,116.22
frame_001240.PNG,1178.78,264.23,46.99,82.17
frame_001241.PNG,812.29,244.54,33.2,115.6
frame_001241.PNG,835.36,463.78,44.37,177.89
frame_001241.PNG,1176.63,263.7,46.99,82.17
frame_001241.PNG,1222.62,500.7,58.56,161.84
frame_001242.PNG,1177.89,264.96,46.99,82.17
frame_001242.PNG,1222.63,500.69,58.61,161.77
frame_001242.PNG,812.31,244.52,33.16,115.61
frame_001242.PNG,835.34,463.76,44.42,177.91
frame_001243.PNG,1182.47,263.79,44.24,81.94
frame_001243.PNG,834.83,460.3,42.98,181.15
frame_001243.PNG,1221.83,495.22,56.41,167.51
frame_001243.PNG,812.31,244.63,33.53,115.9
frame_001244.PNG,1182.43,262.24,44.56,84.02
frame_001244.PNG,833.24,460.3,43.67,180.39
frame_001244.PNG,812.25,244.72,33.59,115.76
frame_001244.PNG,1222.11,492.12,53.08,170.8
frame_001245.PNG,1183.28,260.66,42.69,85.94
frame_001245.PNG,812.29,245.25,33.14,115.82
frame_001245.PNG,1222.89,490.87,49.66,171.3
frame_001245.PNG,830.74,460.53,45.19,179.76
frame_001246.PNG,1222.34,489.69,47.46,176.32
frame_001246.PNG,811.59,245.15,33.4,116.03
frame_001246.PNG,830.1,461.49,45.83,180.68
frame_001246.PNG,1184.02,257.52,41.03,88.69
frame_001247.PNG,811.08,244.37,34.64,115.72
frame_001247.PNG,1222.22,491.91,45.72,179.24
frame_001247.PNG,827.45,466.74,47.2,175.93
frame_001247.PNG,1185.02,255.07,39.46,91.48
frame_001248.PNG,1185.03,255.08,39.48,91.45
frame_001248.PNG,811.08,244.38,34.65,115.71
frame_001248.PNG,1222.27,491.88,45.68,179.31
frame_001248.PNG,827.44,466.76,47.28,175.87
frame_001249.PNG,809.6,244.5,37.1,116.18
frame_001249.PNG,1187.83,251.61,36.51,94.44
frame_001249.PNG,827.06,469.47,47.22,175.18
frame_001249.PNG,1219.45,494.84,46.83,178.59
frame_001250.PNG,1216.53,499.74,51.11,176.13
frame_001250.PNG,808.37,243.72,38.29,116.56
frame_001250.PNG,825.61,473.94,49.52,171.28
frame_001250.PNG,1186.2,248.13,37.45,97.86
frame_001251.PNG,825.61,478.25,50.4,165.84
frame_001251.PNG,807.5,244.18,39.97,117.28
frame_001251.PNG,1181.64,245.22,47.82,100.75
frame_001251.PNG,1216.87,505.17,49.88,174.78
frame_001252.PNG,806.35,243.81,41.16,117.4
frame_001252.PNG,825.55,479.37,50.38,164.42
frame_001252.PNG,1177.6,241.06,55.9,104.91
frame_001252.PNG,1216.92,508.93,49.58,177.92
frame_001253.PNG,828.4,481.35,47.32,164.15
frame_001253.PNG,804.6,243.66,42.56,118.26
frame_001253.PNG,1215.72,510.02,48.61,183.69
frame_001253.PNG,1173.76,240.06,64.06,106.61
frame_001254.PNG,804.6,243.66,42.55,118.28
frame_001254.PNG,828.44,481.32,47.3,164.2
frame_001254.PNG,1215.75,510.01,48.58,183.72
frame_001254.PNG,1173.79,240.07,64.01,106.61
frame_001255.PNG,803.27,243.22,42.7,118.54
frame_001255.PNG,1215.52,510.47,47.66,186.54
frame_001255.PNG,1171.69,240.41,69.03,106.23
frame_001255.PNG,831.55,482.08,43.77,163.84
frame_001256.PNG,1171.18,239.58,71.65,106.45
frame_001256.PNG,828.57,483.27,46.93,161.07
frame_001256.PNG,802.58,243.81,42.85,119.47
frame_001256.PNG,1214.88,510.21,49.83,186.37
frame_001257.PNG,800.63,243.94,42.39,118.89
frame_001257.PNG,1212.98,509.31,52.8,188.32
frame_001257.PNG,1170.9,239.82,70.9,106.05
frame_001257.PNG,826.48,485.59,47.28,160.29
frame_001258.PNG,798.54,244.47,42.43,119.16
frame_001258.PNG,1171.55,240.04,69.23,105.72
frame_001258.PNG,1210.7,507.72,55.06,189.67
frame_001258.PNG,825.44,489.82,46.67,156.48
frame_001259.PNG,1205.17,506.26,61.48,189.95
frame_001259.PNG,822.69,491.21,45.61,160.71
frame_001259.PNG,796.96,244.73,41.29,119.25
frame_001259.PNG,1171.75,243.52,69.23,105.72
frame_001260.PNG,1205.17,506.29,61.48,190.01
frame_001260.PNG,822.7,491.26,45.59,160.62
frame_001260.PNG,796.93,244.73,41.32,119.26
frame_001260.PNG,1172.05,242.92,69.23,105.72
frame_001261.PNG,814.8,495.98,48.39,161.29
frame_001261.PNG,795.99,245.67,39.91,118.96
frame_001261.PNG,1199.26,505.48,67.39,191.76
frame_001261.PNG,1175.66,242.01,60.8,105.72
frame_001262.PNG,1194.15,504.47,72.09,193.6
frame_001262.PNG,793.35,245.67,40.32,118.42
frame_001262.PNG,1186.76,240.63,44.76,103.6
frame_001262.PNG,808.78,496.07,50.98,165.85
frame_001263.PNG,1183.95,240.65,46.03,103.26
frame_001263.PNG,791.69,246.81,40.71,117.72
frame_001263.PNG,1191.24,504.75,74.21,193.3
frame_001263.PNG,797.54,497.34,63.04,171.88
frame_001264.PNG,789.32,247.54,40.94,116.51
frame_001264.PNG,788.57,500.09,64.88,174.45
frame_001264.PNG,1185.55,239.49,46.03,102.26
frame_001264.PNG,1190.66,505.41,73.43,192.16
frame_001265.PNG,780.81,500.35,54.87,174.49
frame_001265.PNG,1186.81,239.74,44.27,102.26
frame_001265.PNG,787.62,248.42,41.79,116.0
frame_001265.PNG,1190.42,505.6,71.77,192.25
frame_001266.PNG,788.07,248.07,41.71,115.9
frame_001266.PNG,1186.68,241.0,44.27,102.25
frame_001266.PNG,780.8,500.32,54.83,174.53
frame_001266.PNG,1190.43,505.68,71.78,192.15
frame_001267.PNG,1192.23,506.45,68.61,191.25
frame_001267.PNG,1186.43,240.75,44.27,101.75
frame_001267.PNG,786.05,248.86,42.52,115.47
frame_001267.PNG,769.96,501.57,60.58,172.27
frame_001268.PNG,785.11,249.6,42.68,114.66
frame_001268.PNG,1190.04,240.35,38.88,101.08
frame_001268.PNG,758.92,500.55,62.97,171.83
frame_001268.PNG,1193.41,508.12,64.77,190.32
frame_001269.PNG,1189.89,241.11,38.66,99.53
frame_001269.PNG,783.9,250.91,43.01,114.01
frame_001269.PNG,1194.22,508.05,61.31,192.95
frame_001269.PNG,748.15,498.53,64.05,175.13
frame_001270.PNG,783.25,251.68,42.91,111.93
frame_001270.PNG,1187.46,509.08,65.73,193.37
frame_001270.PNG,1189.46,244.07,38.33,96.3
frame_001270.PNG,737.31,498.24,62.72,180.47
frame_001271.PNG,726.78,504.93,64.69,179.98
frame_001271.PNG,781.73,252.87,43.26,113.24
frame_001271.PNG,1181.93,510.29,67.47,192.83
frame_001271.PNG,1187.69,246.52,40.45,93.3
frame_001272.PNG,726.77,504.81,64.67,180.05
frame_001272.PNG,1181.87,509.81,67.57,192.66
frame_001272.PNG,1187.68,246.5,40.48,93.31
frame_001272.PNG,781.74,252.42,43.21,113.09
frame_001273.PNG,781.88,253.78,43.06,112.47
frame_001273.PNG,714.74,506.03,66.87,182.86
frame_001273.PNG,1186.18,249.17,41.73,91.0
frame_001273.PNG,1177.06,510.03,68.69,192.89
frame_001274.PNG,1185.25,250.14,41.68,89.77
frame_001274.PNG,1172.85,510.64,69.53,193.27
frame_001274.PNG,702.28,510.57,70.18,184.03
frame_001274.PNG,781.03,255.04,43.25,112.56
frame_001275.PNG,1167.91,510.98,70.73,191.92
frame_001275.PNG,688.85,515.26,71.87,186.42
frame_001275.PNG,1183.69,251.08,41.88,89.4
frame_001275.PNG,780.87,256.47,43.87,112.48
frame_001276.PNG,1182.09,251.8,42.86,89.58
frame_001276.PNG,675.82,513.98,72.58,192.77
frame_001276.PNG,1164.91,509.76,72.16,193.87
frame_001276.PNG,780.91,257.5,43.87,112.87
frame_001277.PNG,1162.98,510.09,70.55,193.3
frame_001277.PNG,1182.13,252.38,43.16,89.06
frame_001277.PNG,661.66,515.81,78.83,190.35
frame_001277.PNG,780.22,257.55,44.02,114.42
frame_001278.PNG,780.21,257.55,44.04,114.39
frame_001278.PNG,661.69,515.74,78.81,190.44
frame_001278.PNG,1162.98,510.06,70.55,193.33
frame_001278.PNG,1182.03,252.39,43.27,89.06
frame_001279.PNG,1181.07,254.77,43.7,86.8
frame_001279.PNG,780.19,257.97,44.06,114.51
frame_001279.PNG,647.7,521.84,81.83,183.08
frame_001279.PNG,1160.69,510.58,68.72,192.3
frame_001280.PNG,1160.09,510.37,67.0,191.52
frame_001280.PNG,1181.3,256.88,43.84,84.82
frame_001280.PNG,635.96,527.58,83.52,179.88
frame_001280.PNG,780.6,258.92,44.04,114.19
frame_001281.PNG,624.01,524.75,82.94,196.21
frame_001281.PNG,1181.93,259.32,44.3,82.85
frame_001281.PNG,1158.71,510.73,66.74,191.15
frame_001281.PNG,780.06,259.22,43.98,114.49
frame_001282.PNG,612.61,527.38,85.32,200.73
frame_001282.PNG,1182.7,259.65,45.37,82.02
frame_001282.PNG,779.42,259.23,43.86,114.28
frame_001282.PNG,1157.16,511.1,66.75,191.79
frame_001283.PNG,1183.47,259.35,45.19,85.49
frame_001283.PNG,599.67,522.11,92.66,213.28
frame_001283.PNG,1155.38,510.29,66.71,192.02
frame_001283.PNG,778.66,258.77,43.54,114.47
frame_001284.PNG,599.67,522.1,92.67,213.29
frame_001284.PNG,778.66,258.76,43.55,114.49
frame_001284.PNG,1183.48,259.34,45.18,85.5
frame_001284.PNG,1155.38,510.26,66.7,192.03
frame_001285.PNG,1185.04,260.11,44.91,91.08
frame_001285.PNG,778.91,259.32,43.09,114.48
frame_001285.PNG,1154.72,509.93,66.63,192.86
frame_001285.PNG,585.83,537.41,100.19,202.45
frame_001286.PNG,1185.09,261.14,46.05,93.05
frame_001286.PNG,571.21,531.52,107.71,213.25
frame_001286.PNG,778.19,260.1,43.2,113.25
frame_001286.PNG,1152.84,510.78,67.13,191.68
frame_001287.PNG,1186.07,263.99,45.38,91.89
frame_001287.PNG,556.22,541.98,121.11,206.39
frame_001287.PNG,1151.28,510.67,67.37,191.78
frame_001287.PNG,777.15,260.74,42.46,113.91
frame_001288.PNG,1150.67,510.29,67.22,192.51
frame_001288.PNG,776.21,262.45,41.61,114.45
frame_001288.PNG,1186.81,266.67,44.86,90.29
frame_001288.PNG,541.75,504.06,122.85,245.06
frame_001289.PNG,1187.55,268.46,43.71,88.35
frame_001289.PNG,774.87,265.17,41.43,114.94
frame_001289.PNG,1150.2,510.5,66.46,191.45
frame_001289.PNG,530.35,506.68,110.44,242.38
frame_001290.PNG,774.85,265.17,41.44,114.97
frame_001290.PNG,1150.21,510.56,66.46,191.44
frame_001290.PNG,1187.51,268.48,43.74,88.35
frame_001290.PNG,530.35,506.72,110.44,242.37
frame_001291.PNG,517.85,507.71,107.59,240.63
frame_001291.PNG,1147.95,510.05,67.22,190.64
frame_001291.PNG,774.08,267.99,42.16,112.65
frame_001291.PNG,1188.45,269.03,41.87,91.97
frame_001292.PNG,494.66,520.88,114.54,225.97
frame_001292.PNG,772.63,270.03,42.49,110.77
frame_001292.PNG,1147.45,509.31,66.69,190.83
frame_001292.PNG,1190.28,269.08,40.47,91.95
frame_001293.PNG,477.96,520.17,111.3,225.63
frame_001293.PNG,1192.8,270.64,38.14,94.97
frame_001293.PNG,772.18,270.34,43.55,110.56
frame_001293.PNG,1146.43,508.45,66.7,191.27
frame_001294.PNG,1194.83,272.73,36.69,99.52
frame_001294.PNG,1144.78,508.51,67.26,191.47
frame_001294.PNG,772.92,268.19,44.22,112.45
frame_001294.PNG,466.97,548.02,100.92,191.05
frame_001295.PNG,775.06,265.64,45.01,115.08
frame_001295.PNG,458.07,537.19,109.52,200.17
frame_001295.PNG,1142.49,507.18,67.67,190.86
frame_001295.PNG,1196.19,275.41,38.49,102.72
frame_001296.PNG,1142.5,507.13,67.66,190.93
frame_001296.PNG,1196.19,275.4,38.51,102.65
frame_001296.PNG,458.25,537.2,109.37,200.2
frame_001296.PNG,775.08,265.65,45.0,115.06
frame_001297.PNG,459.5,539.55,108.62,197.1
frame_001297.PNG,1141.02,506.43,68.05,191.62
frame_001297.PNG,1197.89,277.17,39.13,101.86
frame_001297.PNG,776.63,261.8,46.69,117.97
frame_001298.PNG,1201.9,278.59,38.88,98.83
frame_001298.PNG,1140.49,505.06,67.25,191.51
frame_001298.PNG,778.48,259.8,48.73,118.06
frame_001298.PNG,454.54,534.79,113.78,204.18
frame_001299.PNG,781.18,259.56,49.97,116.69
frame_001299.PNG,1137.72,502.92,68.18,192.47
frame_001299.PNG,444.68,535.57,121.3,215.26
frame_001299.PNG,1203.52,280.21,39.88,95.66
frame_001300.PNG,434.37,538.44,124.05,223.38
frame_001300.PNG,1139.3,502.27,65.24,189.22
frame_001300.PNG,1207.81,282.75,40.2,100.16
frame_001300.PNG,782.84,259.81,55.03,117.88
frame_001301.PNG,784.74,262.35,59.8,119.68
frame_001301.PNG,422.36,564.39,122.6,209.15
frame_001301.PNG,1207.37,285.85,51.41,100.83
frame_001301.PNG,1137.86,499.9,65.1,188.67
frame_001302.PNG,1207.36,285.91,51.41,100.82
frame_001302.PNG,1137.91,499.92,65.07,188.68
frame_001302.PNG,422.48,564.37,122.5,209.2
frame_001302.PNG,784.74,262.35,59.77,119.67
frame_001303.PNG,1136.49,496.33,66.42,186.03
frame_001303.PNG,787.08,266.14,63.96,122.41
frame_001303.PNG,1205.12,290.06,59.7,99.69
frame_001303.PNG,408.73,575.89,115.13,201.18
frame_001304.PNG,790.04,272.54,65.8,120.77
frame_001304.PNG,1205.75,294.96,63.69,98.37
frame_001304.PNG,1135.46,497.01,66.24,179.47
frame_001304.PNG,384.08,578.59,107.83,200.21
frame_001305.PNG,366.8,580.27,113.38,197.5
frame_001305.PNG,1207.1,300.3,63.63,97.83
frame_001305.PNG,792.76,279.53,66.59,116.34
frame_001305.PNG,1134.02,494.53,66.6,180.72
frame_001306.PNG,355.3,579.16,112.52,200.99
frame_001306.PNG,1207.92,302.27,63.22,96.27
frame_001306.PNG,792.85,286.67,67.01,109.35
frame_001306.PNG,1133.84,492.97,66.15,181.02
frame_001307.PNG,1210.99,302.8,60.85,95.65
frame_001307.PNG,793.77,292.09,67.02,104.32
frame_001307.PNG,349.57,578.99,101.99,202.94
frame_001307.PNG,1132.64,490.84,65.28,183.52
frame_001308.PNG,1132.65,490.83,65.25,183.5
frame_001308.PNG,350.81,579.3,101.03,203.2
frame_001308.PNG,1210.99,302.8,60.85,95.66
frame_001308.PNG,793.25,291.45,67.05,104.33
frame_001309.PNG,1214.12,301.13,58.37,97.13
frame_001309.PNG,342.62,581.54,93.7,203.57
frame_001309.PNG,794.29,294.09,66.89,100.9
frame_001309.PNG,1131.8,489.36,65.2,184.35
frame_001310.PNG,1223.24,299.62,50.0,99.09
frame_001310.PNG,794.47,294.87,66.82,100.68
frame_001310.PNG,335.5,585.24,91.82,206.32
frame_001310.PNG,1129.63,487.62,65.28,186.66
frame_001311.PNG,1232.13,297.95,42.19,98.86
frame_001311.PNG,794.06,292.38,66.83,103.04
frame_001311.PNG,325.95,589.96,89.39,208.29
frame_001311.PNG,1126.73,487.46,65.12,187.45
frame_001312.PNG,794.79,289.25,66.16,106.39
frame_001312.PNG,1124.9,486.95,65.14,187.41
frame_001312.PNG,320.0,592.72,87.25,210.24
frame_001312.PNG,1233.45,297.64,44.41,100.63
